DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID8027373,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",1222-05-5,ONKNPOPIGWHAQC-UHFFFAOYSA-N,"4,6,6,7,8,8-Hexamethyl-1,3,4,6,7,8-hexahydroindeno[5,6-c]pyran",CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,"InChI=1/C18H26O/c1-11-9-19-10-13-7-15-16(8-14(11)13)18(5,6)12(2)17(15,3)4/h7-8,11-12H,9-10H2,1-6H3",C18H26O,258.405,258.1983655,69,124,53,123
DTXSID8027377,Dimethylaniline,1300-73-8,-,-,"C*.C*.NC1=CC=CC=C1 |c:5,7,t:3,lp:4:1,m:1:9.10,3:6.7.8.9|",-,-,-,-,33,-,-,4
DTXSID8027400,"1,1,1-Trimethoxyethane",1445-45-0,HDPNBNXLBDFELL-UHFFFAOYSA-N,"1,1,1-Trimethoxyethane",COC(C)(OC)OC,"InChI=1S/C5H12O3/c1-5(6-2,7-3)8-4/h1-4H3",C5H12O3,120.148,120.0786442,32,-,83,6
DTXSID8027402,Dimethyl isophthalate,1459-93-4,VNGOYPQMJFJDLV-UHFFFAOYSA-N,"Dimethyl benzene-1,3-dicarboxylate",COC(=O)C1=CC(=CC=C1)C(=O)OC,"InChI=1S/C10H10O4/c1-13-9(11)7-4-3-5-8(6-7)10(12)14-2/h3-6H,1-2H3",C10H10O4,194.186,194.0579088,59,-,89,9
DTXSID8027452,"1,4-Dichloro-2-methoxybenzene",1984-58-3,QKMNFFSBZRGHDJ-UHFFFAOYSA-N,"1,4-Dichloro-2-methoxybenzene",COC1=CC(Cl)=CC=C1Cl,"InChI=1S/C7H6Cl2O/c1-10-7-4-5(8)2-3-6(7)9/h2-4H,1H3",C7H6Cl2O,177.02,175.9795702,30,-,75,4
DTXSID8027454,"N,N-Dimethylacetoacetamide",2044-64-6,YPEWWOUWRRQBAX-UHFFFAOYSA-N,"N,N-Dimethyl-3-oxobutanamide",CN(C)C(=O)CC(C)=O,"InChI=1S/C6H11NO2/c1-5(8)4-6(9)7(2)3/h4H2,1-3H3",C6H11NO2,129.159,129.0789786,51,2,78,35
DTXSID8027537,1-Methyl-3-phenoxybenzene,3586-14-9,UDONPJKEOAWFGI-UHFFFAOYSA-N,1-Methyl-3-phenoxybenzene,CC1=CC=CC(OC2=CC=CC=C2)=C1,"InChI=1S/C13H12O/c1-11-6-5-9-13(10-11)14-12-7-3-2-4-8-12/h2-10H,1H3",C13H12O,184.238,184.088815,36,2,83,-
DTXSID8027581,"1,5,9-Cyclododecatriene",4904-61-4,ZOLLIQAKMYWTBR-UHFFFAOYSA-N,"Cyclododeca-1,5,9-triene",C1CC=CCCC=CCCC=C1,"InChI=1S/C12H18/c1-2-4-6-8-10-12-11-9-7-5-3-1/h1-2,7-10H,3-6,11-12H2",C12H18,162.276,162.1408506,62,6,25,6
DTXSID8027585,4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,AHIPJALLQVEEQF-UHFFFAOYSA-N,"4-[(Oxiran-2-yl)methoxy]-N,N-bis[(oxiran-2-yl)methyl]aniline",C(OC1=CC=C(C=C1)N(CC1CO1)CC1CO1)C1CO1,"InChI=1/C15H19NO4/c1-3-12(17-9-15-10-20-15)4-2-11(1)16(5-13-7-18-13)6-14-8-19-14/h1-4,13-15H,5-10H2",C15H19NO4,277.32,277.1314081,37,-,54,21
DTXSID8027589,1-Butoxy-2-propanol,5131-66-8,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,1-Butoxypropan-2-ol,CCCCOCC(C)O,"InChI=1/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3",C7H16O2,132.203,132.1150298,68,5,58,264
DTXSID8027747,"2,2'-Azobis(2-methylbutanenitrile)",13472-08-7,AVTLBBWTUPQRAY-BUHFOSPRSA-N,"2,2'-[(E)-Diazenediyl]bis(2-methylbutanenitrile)",CCC(C)(\N=N\C(C)(CC)C#N)C#N,"InChI=1/C10H16N4/c1-5-9(3,7-11)13-14-10(4,6-2)8-12/h5-6H2,1-4H3/b14-13+",C10H16N4,192.266,192.1374965,43,-,62,11
DTXSID8027749,1-Chloropinacolone,13547-70-1,ULSAJQMHTGKPIY-UHFFFAOYSA-N,"1-Chloro-3,3-dimethylbutan-2-one",CC(C)(C)C(=O)CCl,"InChI=1S/C6H11ClO/c1-6(2,3)5(8)4-7/h4H2,1-3H3",C6H11ClO,134.6,134.0498427,43,1,68,-
DTXSID8027793,N-(Cyclohexylthio)phthalimide,17796-82-6,UEZWYKZHXASYJN-UHFFFAOYSA-N,"2-(Cyclohexylsulfanyl)-1H-isoindole-1,3(2H)-dione",O=C1N(SC2CCCCC2)C(=O)C2=C1C=CC=C2,"InChI=1S/C14H15NO2S/c16-13-11-8-4-5-9-12(11)14(17)15(13)18-10-6-2-1-3-7-10/h4-5,8-10H,1-3,6-7H2",C14H15NO2S,261.34,261.0823499,57,11,75,30
DTXSID8027795,"3,4,5,6-Tetrachloropyridine-2-carbonitrile",17824-83-8,KFPBGJYBKSQIAI-UHFFFAOYSA-N,"3,4,5,6-Tetrachloropyridine-2-carbonitrile",ClC1=NC(C#N)=C(Cl)C(Cl)=C1Cl,InChI=1S/C6Cl4N2/c7-3-2(1-11)12-6(10)5(9)4(3)8,C6Cl4N2,241.88,239.8815588,36,-,59,4
DTXSID8027797,Tetraethylene glycol di(2-ethylhexanoate),18268-70-7,GYHPTPQZVBYHLC-UHFFFAOYSA-N,"({Oxybis[(ethane-2,1-diyl)]oxy}ethane-2,1-diyl) bis(2-ethylhexanoate)",CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,"InChI=1/C24H46O7/c1-5-9-11-21(7-3)23(25)30-19-17-28-15-13-27-14-16-29-18-20-31-24(26)22(8-4)12-10-6-2/h21-22H,5-20H2,1-4H3",C24H46O7,446.625,446.3243538,43,-,25,29
DTXSID8027822,Dichloropinacolin,22591-21-5,UDWZXMQIEHAAQT-UHFFFAOYSA-N,"1,1-Dichloro-3,3-dimethylbutan-2-one",CC(C)(C)C(=O)C(Cl)Cl,"InChI=1S/C6H10Cl2O/c1-6(2,3)4(9)5(7)8/h5H,1-3H3",C6H10Cl2O,169.05,168.0108703,38,1,54,4
DTXSID8027826,Dicyclohexyl sodium sulfosuccinate,23386-52-9,UELAIMNOXLAYRW-UHFFFAOYSA-M,"Sodium 1,4-bis(cyclohexyloxy)-1,4-dioxobutane-2-sulfonate",[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,"InChI=1/C16H26O7S.Na/c17-15(22-12-7-3-1-4-8-12)11-14(24(19,20)21)16(18)23-13-9-5-2-6-10-13;/h12-14H,1-11H2,(H,19,20,21);/q;+1/p-1",C16H25NaO7S,384.42,384.1218686,44,-,28,7
DTXSID8027870,"3-(Dodecenyl)dihydro-2,5-furandione",25377-73-5,-,-,-,-,-,-,-,36,-,-,10
DTXSID8027878,Hydroxypropyl acrylate,25584-83-2,-,-,-,-,-,-,-,33,3,-,48
DTXSID8027905,(Tetrapropenyl)succinic anhydride,26544-38-7,-,-,-,-,-,-,-,30,-,-,50
DTXSID8027955,Isooctyl acrylate,29590-42-9,-,-,-,-,-,-,-,44,4,-,13
DTXSID8027959,1-(2-Butoxy-1-methylethoxy)propan-2-ol,29911-28-2,CUVLMZNMSPJDON-UHFFFAOYSA-N,1-[(1-Butoxypropan-2-yl)oxy]propan-2-ol,CCCCOCC(C)OCC(C)O,"InChI=1/C10H22O3/c1-4-5-6-12-8-10(3)13-7-9(2)11/h9-11H,4-8H2,1-3H3",C10H22O3,190.283,190.1568946,52,-,49,164
DTXSID8028008,Cyanox CY 1790,40601-76-1,XYXJKPCGSGVSBO-UHFFFAOYSA-N,"1,3,5-Tris[(4-tert-butyl-3-hydroxy-2,6-dimethylphenyl)methyl]-1,3,5-triazinane-2,4,6-trione",CC1=CC(=C(O)C(C)=C1CN1C(=O)N(CC2=C(C)C(O)=C(C=C2C)C(C)(C)C)C(=O)N(CC2=C(C)C(O)=C(C=C2C)C(C)(C)C)C1=O)C(C)(C)C,"InChI=1S/C42H57N3O6/c1-22-16-31(40(7,8)9)34(46)25(4)28(22)19-43-37(49)44(20-29-23(2)17-32(41(10,11)12)35(47)26(29)5)39(51)45(38(43)50)21-30-24(3)18-33(42(13,14)15)36(48)27(30)6/h16-18,46-48H,19-21H2,1-15H3",C42H57N3O6,699.933,699.4247366,40,-,42,16
DTXSID8028842,Sodium polyphosphate,68915-31-1,-,-,-,-,-,-,-,30,-,-,1970
DTXSID8029072,"5-Ethyl-2,3-pyridinedicarboxylic acid",102268-15-5,MTAVBTGOXNGCJR-UHFFFAOYSA-N,"5-Ethylpyridine-2,3-dicarboxylic acid",CCC1=CC(C(O)=O)=C(N=C1)C(O)=O,"InChI=1S/C9H9NO4/c1-2-5-3-6(8(11)12)7(9(13)14)10-4-5/h3-4H,2H2,1H3,(H,11,12)(H,13,14)",C9H9NO4,195.174,195.0531578,31,-,77,4
DTXSID8029105,4-Toluenesulfonamide,70-55-3,LMYRWZFENFIFIT-UHFFFAOYSA-N,4-Methylbenzene-1-sulfonamide,CC1=CC=C(C=C1)S(N)(=O)=O,"InChI=1S/C7H9NO2S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",C7H9NO2S,171.21,171.0353997,73,39,128,28
DTXSID8029153,Benzyl benzoate,120-51-4,SESFRYSPDFLNCH-UHFFFAOYSA-N,Benzyl benzoate,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",C14H12O2,212.248,212.0837296,89,220,145,50575
DTXSID8029157,2-(Phenylmethylene)-heptanal,122-40-7,HMKKIXGYKWDQSV-UHFFFAOYSA-N,2-Benzylideneheptanal,CCCCCC(C=O)=CC1=CC=CC=C1,"InChI=1S/C14H18O/c1-2-3-5-10-14(12-15)11-13-8-6-4-7-9-13/h4,6-9,11-12H,2-3,5,10H2,1H3",C14H18O,202.297,202.1357652,62,5,36,341
DTXSID8029159,"2,6,8-Trimethyl-4-nonanol",123-17-1,LFEHSRSSAGQWNI-UHFFFAOYSA-N,"2,6,8-Trimethylnonan-4-ol",CC(C)CC(C)CC(O)CC(C)C,"InChI=1/C12H26O/c1-9(2)6-11(5)8-12(13)7-10(3)4/h9-13H,6-8H2,1-5H3",C12H26O,186.339,186.1983655,43,-,45,10
DTXSID8029230,"2,2'-(tert-Butylimino)diethanol",2160-93-2,XHJGXOOOMKCJPP-UHFFFAOYSA-N,"2,2'-(tert-Butylazanediyl)di(ethan-1-ol)",CC(C)(C)N(CCO)CCO,"InChI=1S/C8H19NO2/c1-8(2,3)9(4-6-10)5-7-11/h10-11H,4-7H2,1-3H3",C8H19NO2,161.245,161.1415789,33,2,57,-
DTXSID8029232,[Nitrilotris(methylene)]tris-phosphonic acid pentasodium salt,2235-43-0,OSBMVGFXROCQIZ-UHFFFAOYSA-I,Pentasodium [{[(hydroxyphosphinato)methyl]azanediyl}bis(methylene)]bis(phosphonate),[Na+].[Na+].[Na+].[Na+].[Na+].OP([O-])(=O)CN(CP([O-])([O-])=O)CP([O-])([O-])=O,"InChI=1S/C3H12NO9P3.5Na/c5-14(6,7)1-4(2-15(8,9)10)3-16(11,12)13;;;;;/h1-3H2,(H2,5,6,7)(H2,8,9,10)(H2,11,12,13);;;;;/q;5*+1/p-5",C3H7NNa5O9P3,408.957,408.8822132,32,12,24,33
DTXSID8029234,Dihydromyrcene,2436-90-0,FUDNBFMOXDUIIE-UHFFFAOYSA-N,"3,7-Dimethylocta-1,6-diene",CC(CCC=C(C)C)C=C,"InChI=1/C10H18/c1-5-10(4)8-6-7-9(2)3/h5,7,10H,1,6,8H2,2-4H3",C10H18,138.254,138.1408506,45,2,44,15
DTXSID8029236,Tridecyl methacrylate,2495-25-2,KEROTHRUZYBWCY-UHFFFAOYSA-N,Tridecyl 2-methylprop-2-enoate,CCCCCCCCCCCCCOC(=O)C(C)=C,"InChI=1S/C17H32O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-19-17(18)16(2)3/h2,4-15H2,1,3H3",C17H32O2,268.441,268.2402303,27,-,39,3
DTXSID8029280,"6-Amino-1,3-dimethyl-5-nitroso- 2,4(1H,3H)-pyrimidinedione",6632-68-4,MGBDANYXBKROBW-UHFFFAOYSA-N,"6-Amino-1,3-dimethyl-5-nitrosopyrimidine-2,4(1H,3H)-dione",CN1C(N)=C(N=O)C(=O)N(C)C1=O,"InChI=1S/C6H8N4O3/c1-9-4(7)3(8-13)5(11)10(2)6(9)12/h7H2,1-2H3",C6H8N4O3,184.155,184.0596401,25,-,80,-
DTXSID8029282,"4,4'-(4-Methylpentane-2,2-diyl)diphenol",6807-17-6,VHLLJTHDWPAQEM-UHFFFAOYSA-N,"4,4'-(4-Methylpentane-2,2-diyl)diphenol",CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C18H22O2/c1-13(2)12-18(3,14-4-8-16(19)9-5-14)15-6-10-17(20)11-7-15/h4-11,13,19-20H,12H2,1-3H3",C18H22O2,270.372,270.1619799,33,-,55,3
DTXSID8029286,"1,1,2,2-(4,4',4'',4'''-Tetraglycidyloxyphenyl)ethane",7328-97-4,HDDQXUDCEIMISH-UHFFFAOYSA-N,"2,2',2'',2'''-{Ethane-1,1,2,2-tetrayltetrakis[(4,1-phenylene)oxymethylene]}tetrakis(oxirane)",C(OC1=CC=C(C=C1)C(C(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1CO1,"InChI=1/C38H38O8/c1-9-29(39-17-33-21-43-33)10-2-25(1)37(26-3-11-30(12-4-26)40-18-34-22-44-34)38(27-5-13-31(14-6-27)41-19-35-23-45-35)28-7-15-32(16-8-28)42-20-36-24-46-36/h1-16,33-38H,17-24H2",C38H38O8,622.714,622.2566682,31,-,23,7
DTXSID8029315,"4-(Butan-2-yl)-2,6-di-tert-butylphenol",17540-75-9,BFZOTKYPSZSDEV-UHFFFAOYSA-N,"4-(Butan-2-yl)-2,6-di-tert-butylphenol",CCC(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,"InChI=1/C18H30O/c1-9-12(2)13-10-14(17(3,4)5)16(19)15(11-13)18(6,7)8/h10-12,19H,9H2,1-8H3",C18H30O,262.437,262.2296656,36,-,47,17
DTXSID8029317,"1,1,5-Trimethyl-6-heptenol",18479-58-8,XSNQECSCDATQEL-UHFFFAOYSA-N,"2,6-Dimethyloct-7-en-2-ol",CC(CCCC(C)(C)O)C=C,"InChI=1/C10H20O/c1-5-9(2)7-6-8-10(3,4)11/h5,9,11H,1,6-8H2,2-4H3",C10H20O,156.269,156.1514153,48,-,60,10467
DTXSID8029369,Vinyl neodecanoate,51000-52-3,-,-,-,-,-,-,-,34,-,-,33
DTXSID8029575,{4-[(Ethenyloxy)methyl]cyclohexyl}methanol,114651-37-5,INRGAWUQFOBNKL-UHFFFAOYSA-N,{4-[(Ethenyloxy)methyl]cyclohexyl}methanol,OCC1CCC(COC=C)CC1,"InChI=1S/C10H18O2/c1-2-12-8-10-5-3-9(7-11)4-6-10/h2,9-11H,1,3-8H2",C10H18O2,170.252,170.1306798,23,-,40,-
DTXSID8029600,Methacrylamide,79-39-0,FQPSGWSUVKBHSU-UHFFFAOYSA-N,2-Methylprop-2-enamide,CC(=C)C(N)=O,"InChI=1S/C4H7NO/c1-3(2)4(5)6/h1H2,2H3,(H2,5,6)",C4H7NO,85.106,85.05276385,68,150,89,23
DTXSID8029602,"4,4'-Butane-1,1-diylbis(2-tert-butyl-5-methylphenol)",85-60-9,PFANXOISJYKQRP-UHFFFAOYSA-N,"4,4'-(Butane-1,1-diyl)bis(2-tert-butyl-5-methylphenol)",CCCC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C,"InChI=1S/C26H38O2/c1-10-11-18(19-14-21(25(4,5)6)23(27)12-16(19)2)20-15-22(26(7,8)9)24(28)13-17(20)3/h12-15,18,27-28H,10-11H2,1-9H3",C26H38O2,382.588,382.2871805,46,9,76,18
DTXSID8029604,"1,2-Benzenedicarbonitrile",91-15-6,XQZYPMVTSDWCCE-UHFFFAOYSA-N,"Benzene-1,2-dicarbonitrile",N#CC1=CC=CC=C1C#N,InChI=1S/C8H4N2/c9-5-7-3-1-2-4-8(7)6-10/h1-4H,C8H4N2,128.134,128.0374481,54,13,96,-
DTXSID8029606,3-Methylbut-2-enal,107-86-8,SEPQTYODOKLVSB-UHFFFAOYSA-N,3-Methylbut-2-enal,CC(C)=CC=O,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3",C5H8O,84.118,84.05751488,52,3,76,5
DTXSID8029608,Vinyl isobutyl ether,109-53-5,OZCMOJQQLBXBKI-UHFFFAOYSA-N,1-(Ethenyloxy)-2-methylpropane,CC(C)COC=C,"InChI=1S/C6H12O/c1-4-7-5-6(2)3/h4,6H,1,5H2,2-3H3",C6H12O,100.161,100.088815,43,-,74,71
DTXSID8029650,Menthol,1490-04-6,NOOLISFMXDJSKH-UHFFFAOYSA-N,5-Methyl-2-(propan-2-yl)cyclohexan-1-ol,CC(C)C1CCC(C)CC1O,"InChI=1/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",C10H20O,156.269,156.1514153,76,1596,165,5544
DTXSID8029652,tert-Butyl acrylate,1663-39-4,ISXSCDLOGDJUNJ-UHFFFAOYSA-N,tert-Butyl prop-2-enoate,CC(C)(C)OC(=O)C=C,"InChI=1S/C7H12O2/c1-5-6(8)9-7(2,3)4/h5H,1H2,2-4H3",C7H12O2,128.171,128.0837296,43,15,82,17
DTXSID8029733,"(1S,2R,5S)-(+)-Menthol",15356-60-2,NOOLISFMXDJSKH-AEJSXWLSSA-N,"(1S,2R,5S)-5-Methyl-2-(propan-2-yl)cyclohexan-1-ol",CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m0/s1",C10H20O,156.269,156.1514153,27,-,57,1
DTXSID8029739,"Borate(1-), tetrafluoro-, hydrogen",16872-11-0,ODGCEQLVLXJUCC-UHFFFAOYSA-O,Hydrogen tetrafluoridoborate(1-),[H+].F[B-](F)(F)F,"InChI=1S/BF4/c2-1(3,4)5/q-1/p+1",BF4H,87.81,88.010743,34,90,40,56
DTXSID8029868,Atorvastatin,134523-00-5,XUKUURHRXDUEBC-KAYWLYCHSA-N,"(3R,5R)-7-[2-(4-Fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid",CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1",C33H35FN2O5,558.65,558.2530004,45,-,-,15
DTXSID8030138,"2,5-Hexanedione",110-13-4,OJVAMHKKJGICOG-UHFFFAOYSA-N,"Hexane-2,5-dione",CC(=O)CCC(C)=O,"InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3",C6H10O2,114.144,114.0680796,48,419,97,-
DTXSID8030423,"5,6-Benzoflavone",6051-87-2,OUGIDAPQYNCXRA-UHFFFAOYSA-N,"3-Phenyl-1H-naphtho[2,1-b]pyran-1-one",O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,InChI=1S/C19H12O2/c20-16-12-18(14-7-2-1-3-8-14)21-17-11-10-13-6-4-5-9-15(13)19(16)17/h1-12H,C19H12O2,272.303,272.0837296,44,1148,73,3
DTXSID8030760,Azithromycin,83905-01-5,MQTOSJVFKKJCRP-BICOPXKESA-N,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-2-Ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-15-oxo-11-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}-1-oxa-6-azacyclopentadecan-13-yl 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranoside",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",C38H72N2O12,748.996,748.5085258,60,4138,115,21
DTXSID8031077,Curcumin,458-37-7,VFLDPWHFBUODDF-FCXRPNKRSA-N,"(1E,6E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,"InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+",C21H20O6,368.385,368.1259884,59,6641,146,21
DTXSID8031366,Ginkgo biloba extract,90045-36-6,-,-,-,-,-,-,-,15,-,-,25
DTXSID8031497,Isopropyl methanesulfonate,926-06-7,SWWHCQCMVCPLEQ-UHFFFAOYSA-N,Propan-2-yl methanesulfonate,CC(C)OS(C)(=O)=O,"InChI=1S/C4H10O3S/c1-4(2)7-8(3,5)6/h4H,1-3H3",C4H10O3S,138.18,138.0350654,29,31,70,-
DTXSID8031603,Semustine,13909-09-6,FVLVBPDQNARYJU-UHFFFAOYSA-N,N-(2-Chloroethyl)-N'-(4-methylcyclohexyl)-N-nitrosourea,CC1CCC(CC1)NC(=O)N(CCCl)N=O,"InChI=1S/C10H18ClN3O2/c1-8-2-4-9(5-3-8)12-10(15)14(13-16)7-6-11/h8-9H,2-7H2,1H3,(H,12,15)",C10H18ClN3O2,247.72,247.1087545,31,469,101,4
DTXSID8031863,Perfluorononanoic acid,375-95-1,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,Heptadecafluorononanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9HF17O2/c10-2(11,1(27)28)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h(H,27,28)",C9HF17O2,464.078,463.970508,72,16,69,3
DTXSID8031865,Perfluorooctanoic acid,335-67-1,SNGREZUHAYWORS-UHFFFAOYSA-N,Pentadecafluorooctanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)",C8HF15O2,414.07,413.9737017,102,1179,90,10
DTXSID8032330,beta-Cyfluthrin,1820573-27-0,QQODLKZGRKWIFG-ZAAXVRCTSA-N,"(R)-Cyano(4-fluoro-3-phenoxyphenyl)methyl (1S,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,"InChI=1S/C22H18Cl2FNO3/c1-22(2)15(11-19(23)24)20(22)21(27)29-18(12-26)13-8-9-16(25)17(10-13)28-14-6-4-3-5-7-14/h3-11,15,18,20H,1-2H3/t15-,18-,20+/m0/s1",C22H18Cl2FNO3,434.29,433.064777,19,202,-,-
DTXSID8032386,Ethalfluralin,55283-68-6,PTFJIKYUEPWBMS-UHFFFAOYSA-N,"N-Ethyl-N-(2-methylprop-2-en-1-yl)-2,6-dinitro-4-(trifluoromethyl)aniline",CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H14F3N3O4/c1-4-17(7-8(2)3)12-10(18(20)21)5-9(13(14,15)16)6-11(12)19(22)23/h5-6H,2,4,7H2,1,3H3",C13H14F3N3O4,333.267,333.0936404,64,9,43,117
DTXSID8032417,Isofenphos,25311-71-1,HOQADATXFBOEGG-UHFFFAOYSA-N,Propan-2-yl 2-({ethoxy[(propan-2-yl)amino]phosphorothioyl}oxy)benzoate,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,"InChI=1/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)",C15H24NO4PS,345.39,345.1163664,69,30,42,60
DTXSID8032463,Primisulfuron-methyl,86209-51-0,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,"Methyl 2-({[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoyl}sulfamoyl)benzoate",COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC(F)F)=CC(OC(F)F)=N1,"InChI=1S/C15H12F4N4O7S/c1-28-11(24)7-4-2-3-5-8(7)31(26,27)23-15(25)22-14-20-9(29-12(16)17)6-10(21-14)30-13(18)19/h2-6,12-13H,1H3,(H2,20,21,22,23,25)",C15H12F4N4O7S,468.34,468.0362826,55,4,43,43
DTXSID8032544,"Dipropyl 2,5-pyridinedicarboxylate",136-45-8,IITCWRFYJWUUPC-UHFFFAOYSA-N,"Dipropyl pyridine-2,5-dicarboxylate",CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,"InChI=1S/C13H17NO4/c1-3-7-17-12(15)10-5-6-11(14-9-10)13(16)18-8-4-2/h5-6,9H,3-4,7-8H2,1-2H3",C13H17NO4,251.282,251.115758,53,-,43,63
DTXSID8032548,Fenbuconazole,114369-43-6,RQDJADAKIFFEKQ-UHFFFAOYSA-N,"4-(4-Chlorophenyl)-2-phenyl-2-[(1H-1,2,4-triazol-1-yl)methyl]butanenitrile",ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,"InChI=1/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",C19H17ClN4,336.82,336.1141743,75,12,54,94
