	stitch_flat	stitch_stereo	UMLS_label	type	meddra	se_name	pubchem_cid	ukb	ae
262536	CID100208920	CID009960701	C0017178	PT	C0017178	Gastrointestinal disorder	208920	Non-cancer illness code, self-reported: stomach disorder	1
262538	CID100208920	CID009960701	C0018681	PT	C0018681	Headache	208920	Diagnoses - main ICD10: R51 Headache	1
262548	CID100208920	CID009960701	C0022107	PT	C0022107	Irritability	208920	Irritability	1
262552	CID100208920	CID009960701	C0024103	PT	C0024103	Breast mass	208920	Diagnoses - main ICD10: N63 Unspecified lump in breast	1
262562	CID100208920	CID009960701	C0027651	PT	C0027651	Neoplasm	208920	Neoplasms	1
262564	CID100208920	CID009960701	C0027765	PT	C0027765	Nervous system disorder	208920	Diseases of the nervous system	1
262566	CID100208920	CID009960701	C0030196	PT	C0030196	Pain in extremity	208920	Pain in limb	1
262572	CID100208920	CID009960701	C0031117	PT	C0031117	Neuropathy peripheral	208920	Non-cancer illness code, self-reported: peripheral neuropathy	1
262578	CID100208920	CID009960701	C0033774	PT	C0033774	Pruritus	208920	Diagnoses - main ICD10: L29 Pruritus	1
262582	CID100208920	CID009960701	C0037199	PT	C0037199	Sinusitis	208920	Diagnoses - main ICD10: J32 Chronic sinusitis	1
262597	CID100208920	CID009960701	C0042109	PT	C0042109	Urticaria	208920	Non-cancer illness code, self-reported: urticaria	1
262611	CID100208920	CID009960701	C0085633	PT	C0085633	Mood swings	208920	Mood swings	1
262614	CID100208920	CID009960701	C0149931	PT	C0149931	Migraine	208920	Non-cancer illness code, self-reported: migraine	1
262668	CID100208920	CID009960701	C0702166	PT	C0702166	Acne	208920	Non-cancer illness code, self-reported: acne/acne vulgaris	1
262680	CID100208920	CID009960701	C1305875	PT	C0178421	Fibroadenoma of breast	208920	Diagnoses - main ICD10: D24 Benign neoplasm of breast	1
262694	CID100208920	CID009960701	C2225524	PT	C2225524	Breast enlargement	208920	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
262701	CID100213023	CID009578572	C0002871	PT	C0002871	Anaemia	213023	Non-cancer illness code, self-reported: anaemia	1
262703	CID100213023	CID009578572	C0002962	PT	C0002962	Angina pectoris	213023	Non-cancer illness code, self-reported: angina	1
262707	CID100213023	CID009578572	C0003862	PT	C0003862	Arthralgia	213023	Non-cancer illness code, self-reported: joint pain	1
262712	CID100213023	CID009578572	C0004604	PT	C0004604	Back pain	213023	Dorsalgia	1
262714	CID100213023	CID009578572	C0005940	PT	C0005940	Bone disorder	213023	Non-cancer illness code, self-reported: bone disorder	1
262718	CID100213023	CID009578572	C0006277	PT	C0006277	Bronchitis	213023	Bronchitis	1
262720	CID100213023	CID009578572	C0008031	PT	C0008031	Chest pain	213023	Chest pain or discomfort	1
262728	CID100213023	CID009578572	C0009806	PT	C0009806	Constipation	213023	Non-cancer illness code, self-reported: constipation	1
262732	CID100213023	CID009578572	C0010200	PT	C0010200	Cough	213023	Diagnoses - main ICD10: R05 Cough	1
262734	CID100213023	CID009578572	C0011168	PT	C0011168	Dysphagia	213023	Diagnoses - main ICD10: R13 Dysphagia	1
262742	CID100213023	CID009578572	C0013395	PT	C0013395	Dyspepsia	213023	Diagnoses - main ICD10: K30 Dyspepsia	1
262750	CID100213023	CID009578572	C0014868	PT	C0014868	Oesophagitis	213023	Diagnoses - main ICD10: K20 Oesophagitis	1
262752	CID100213023	CID009578572	C0015230	PT	C0015230	Rash	213023	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
262762	CID100213023	CID009578572	C0017168	PT	C0017168	Gastrooesophageal reflux disease	213023	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	1
262764	CID100213023	CID009578572	C0017178	PT	C0017178	Gastrointestinal disorder	213023	Non-cancer illness code, self-reported: stomach disorder	1
262766	CID100213023	CID009578572	C0017181	PT	C0017181	Gastrointestinal haemorrhage	213023	GI-bleeding	1
262768	CID100213023	CID009578572	C0018099	PT	C0018099	Gout	213023	Non-cancer illness code, self-reported: gout	1
262770	CID100213023	CID009578572	C0018681	PT	C0018681	Headache	213023	Diagnoses - main ICD10: R51 Headache	1
262774	CID100213023	CID009578572	C0018801	PT	C0018801	Cardiac failure	213023	Heart failure	1
262776	CID100213023	CID009578572	C0018802	PT	C0018802	Cardiac failure congestive	213023	Heart failure	1
262782	CID100213023	CID009578572	C0018965	PT	C0018965	Haematuria	213023	Diagnoses - main ICD10: R31 Unspecified haematuria	1
262795	CID100213023	CID009578572	C0020538	PT	C0020538	Hypertension	213023	Non-cancer illness code, self-reported: hypertension	1
262797	CID100213023	CID009578572	C0020649	PT	C0020649	Hypotension	213023	Diagnoses - main ICD10: I95 Hypotension	1
262807	CID100213023	CID009578572	C0027051	PT	C0027051	Myocardial infarction	213023	Myocardial infarction	1
262814	CID100213023	CID009578572	C0027765	PT	C0027765	Nervous system disorder	213023	Diseases of the nervous system	1
262816	CID100213023	CID009578572	C0029408	PT	C0029408	Osteoarthritis	213023	Non-cancer illness code, self-reported: osteoarthritis	1
262818	CID100213023	CID009578572	C0030196	PT	C0030196	Pain in extremity	213023	Pain in limb	1
262822	CID100213023	CID009578572	C0032285	PT	C0032285	Pneumonia	213023	Non-cancer illness code, self-reported: pneumonia	1
262824	CID100213023	CID009578572	C0033774	PT	C0033774	Pruritus	213023	Diagnoses - main ICD10: L29 Pruritus	1
262826	CID100213023	CID009578572	C0037199	PT	C0037199	Sinusitis	213023	Diagnoses - main ICD10: J32 Chronic sinusitis	1
262828	CID100213023	CID009578572	C0038525	PT	C0038525	Subarachnoid haemorrhage	213023	Diagnoses - main ICD10: I60 Subarachnoid haemorrhage	1
262833	CID100213023	CID009578572	C0039070	PT	C0039070	Syncope	213023	Diagnoses - main ICD10: R55 Syncope and collapse	1
262835	CID100213023	CID009578572	C0040034	PT	C0040034	Thrombocytopenia	213023	Thrombocytopenia, unspecified	1
262848	CID100213023	CID009578572	C0042109	PT	C0042109	Urticaria	213023	Non-cancer illness code, self-reported: urticaria	1
262852	CID100213023	CID009578572	C0042721	PT	C0042721	Hepatitis viral	213023	Viral hepatitis	1
262874	CID100213023	CID009578572	C0151970	PT	C0151970	Oesophageal ulcer	213023	Ulcer of oesophagus	1
262892	CID100213023	CID009578572	C0235710	PT	C0235710	Chest discomfort	213023	Chest pain or discomfort	1
262904	CID100213023	CID009578572	C0267792	PT	C0267792	Hepatobiliary disease	213023	Diseases of liver	1
262919	CID100213023	CID009578572	C0553692	PT	C2937358	Cerebral haemorrhage	213023	Diagnoses - main ICD10: I61 Intracerebral haemorrhage	1
262969	CID100213039	CID000213039	C0001339	PT	C0001339	Pancreatitis acute	213039	Diagnoses - main ICD10: K85 Acute pancreatitis	1
262973	CID100213039	CID000213039	C0002871	PT	C0002871	Anaemia	213039	Non-cancer illness code, self-reported: anaemia	1
262975	CID100213039	CID000213039	C0002962	PT	C0002962	Angina pectoris	213039	Non-cancer illness code, self-reported: angina	1
262983	CID100213039	CID000213039	C0003862	PT	C0003862	Arthralgia	213039	Non-cancer illness code, self-reported: joint pain	1
262986	CID100213039	CID000213039	C0003864	PT	C0003864	Arthritis	213039	Non-cancer illness code, self-reported: arthritis (nos)	1
262998	CID100213039	CID000213039	C0007787	PT	C0007787	Transient ischaemic attack	213039	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	1
263002	CID100213039	CID000213039	C0008031	PT	C0008031	Chest pain	213039	Chest pain or discomfort	1
263015	CID100213039	CID000213039	C0009806	PT	C0009806	Constipation	213039	Non-cancer illness code, self-reported: constipation	1
263017	CID100213039	CID000213039	C0010200	PT	C0010200	Cough	213039	Diagnoses - main ICD10: R05 Cough	1
263030	CID100213039	CID000213039	C0011849	PT	C0011849	Diabetes mellitus	213039	Non-cancer illness code, self-reported: diabetes	1
263040	CID100213039	CID000213039	C0013395	PT	C0013395	Dyspepsia	213039	Diagnoses - main ICD10: K30 Dyspepsia	1
263044	CID100213039	CID000213039	C0013428	PT	C0013428	Dysuria	213039	Diagnoses - main ICD10: R30 Pain associated with micturition	1
263046	CID100213039	CID000213039	C0013595	PT	C0013595	Eczema	213039	Eczema	1
263054	CID100213039	CID000213039	C0014549	PT	C0014549	Grand mal convulsion	213039	Non-cancer illness code, self-reported: epilepsy	1
263064	CID100213039	CID000213039	C0015230	PT	C0015230	Rash	213039	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
263084	CID100213039	CID000213039	C0017168	PT	C0017168	Gastrooesophageal reflux disease	213039	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	1
263086	CID100213039	CID000213039	C0017178	PT	C0017178	Gastrointestinal disorder	213039	Non-cancer illness code, self-reported: stomach disorder	1
263088	CID100213039	CID000213039	C0018099	PT	C0018099	Gout	213039	Non-cancer illness code, self-reported: gout	1
263092	CID100213039	CID000213039	C0018418	PT	C0018418	Gynaecomastia	213039	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
263094	CID100213039	CID000213039	C0018681	PT	C0018681	Headache	213039	Diagnoses - main ICD10: R51 Headache	1
263100	CID100213039	CID000213039	C0018965	PT	C0018965	Haematuria	213039	Diagnoses - main ICD10: R31 Unspecified haematuria	1
263105	CID100213039	CID000213039	C0019158	PT	C0019158	Hepatitis	213039	Non-cancer illness code, self-reported: hepatitis	1
263119	CID100213039	CID000213039	C0020443	PT	C0020443	Hypercholesterolaemia	213039	Non-cancer illness code, self-reported: high cholesterol	1
263133	CID100213039	CID000213039	C0020538	PT	C0020538	Hypertension	213039	Non-cancer illness code, self-reported: hypertension	1
263138	CID100213039	CID000213039	C0020565	PT	C2225524	Breast enlargement	213039	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
263156	CID100213039	CID000213039	C0022107	PT	C0022107	Irritability	213039	Irritability	1
263158	CID100213039	CID000213039	C0022346	PT	C0022346	Jaundice	213039	Diagnoses - main ICD10: R17 Unspecified jaundice	1
263160	CID100213039	CID000213039	C0022660	PT	C0022660	Renal failure acute	213039	Diagnoses - main ICD10: N17 Acute renal failure	1
263172	CID100213039	CID000213039	C0024299	PT	C0024305	Non-Hodgkin's lymphoma	213039	Cancer code, self-reported: non-hodgkins lymphoma	1
263173	CID100213039	CID000213039	C0024299	PT	C0024299	Lymphoma	213039	Lymphomas	1
263177	CID100213039	CID000213039	C0027051	PT	C0027051	Myocardial infarction	213039	Myocardial infarction	1
263188	CID100213039	CID000213039	C0027651	PT	C0027651	Neoplasm	213039	Neoplasms	1
263190	CID100213039	CID000213039	C0027765	PT	C0027765	Nervous system disorder	213039	Diseases of the nervous system	1
263194	CID100213039	CID000213039	C0027947	PT	C0027947	Neutropenia	213039	Diagnoses - main ICD10: D70 Agranulocytosis	1
263202	CID100213039	CID000213039	C0028754	PT	C0028754	Obesity	213039	Obesity	1
263208	CID100213039	CID000213039	C0029453	PT	C0029453	Osteopenia	213039	Non-cancer illness code, self-reported: osteopenia	1
263210	CID100213039	CID000213039	C0029456	PT	C0029456	Osteoporosis	213039	Non-cancer illness code, self-reported: osteoporosis	1
263212	CID100213039	CID000213039	C0030193	PT	C0030193	Pain	213039	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
263214	CID100213039	CID000213039	C0030196	PT	C0030196	Pain in extremity	213039	Pain in limb	1
263218	CID100213039	CID000213039	C0030305	PT	C0030305	Pancreatitis	213039	Non-cancer illness code, self-reported: pancreatitis	1
263224	CID100213039	CID000213039	C0031117	PT	C0031117	Neuropathy peripheral	213039	Non-cancer illness code, self-reported: peripheral neuropathy	1
263226	CID100213039	CID000213039	C0032326	PT	C0032326	Pneumothorax	213039	Diagnoses - main ICD10: J93 Pneumothorax	1
263228	CID100213039	CID000213039	C0032617	PT	C0032617	Polyuria	213039	Diagnoses - main ICD10: R35 Polyuria	1
263236	CID100213039	CID000213039	C0033774	PT	C0033774	Pruritus	213039	Diagnoses - main ICD10: L29 Pruritus	1
263259	CID100213039	CID000213039	C0038454	PT	C0038454	Cerebrovascular accident	213039	STROKE	1
263264	CID100213039	CID000213039	C0039070	PT	C0039070	Syncope	213039	Diagnoses - main ICD10: R55 Syncope and collapse	1
263268	CID100213039	CID000213039	C0040034	PT	C0040034	Thrombocytopenia	213039	Thrombocytopenia, unspecified	1
263277	CID100213039	CID000213039	C0042109	PT	C0042109	Urticaria	213039	Non-cancer illness code, self-reported: urticaria	1
263281	CID100213039	CID000213039	C0042571	PT	C0042571	Vertigo	213039	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
263283	CID100213039	CID000213039	C0042721	PT	C0042721	Hepatitis viral	213039	Viral hepatitis	1
263307	CID100213039	CID000213039	C0085633	PT	C0085633	Mood swings	213039	Mood swings	1
263334	CID100213039	CID000213039	C0155626	PT	C0155626	Acute myocardial infarction	213039	Myocardial infarction	1
263349	CID100213039	CID000213039	C0231528	PT	C0231528	Myalgia	213039	Myalgia	1
263390	CID100213039	CID000213039	C0267792	PT	C0267792	Hepatobiliary disease	213039	Diseases of liver	1
263398	CID100213039	CID000213039	C0314719	PT	C0314719	Dry eye	213039	Non-cancer illness code, self-reported: dry eyes	1
263400	CID100213039	CID000213039	C0345904	PT	C0345904	Hepatic cancer	213039	Malignant neoplasm of liver and intrahepatic bile ducts	1
263422	CID100213039	CID000213039	C0549399	PT	C0549399	Low density lipoprotein increased	213039	Non-cancer illness code, self-reported: high cholesterol	1
263423	CID100213039	CID000213039	C0549399	PT	C0151691	High density lipoprotein decreased	213039	Non-cancer illness code, self-reported: high cholesterol	1
263446	CID100213039	CID000213039	C0851578	PT	C0851578	Sleep disorder	213039	Diagnoses - main ICD10: G47 Sleep disorders	1
263466	CID100213039	CID000213039	C0917801	PT	C0917801	Insomnia	213039	Non-cancer illness code, self-reported: insomnia	1
263507	CID100213046	CID000213046	C0001824	PT	C0001824	Agranulocytosis	213046	Diagnoses - main ICD10: D70 Agranulocytosis	1
263511	CID100213046	CID000213046	C0002871	PT	C0002871	Anaemia	213046	Non-cancer illness code, self-reported: anaemia	1
263513	CID100213046	CID000213046	C0002962	PT	C0002962	Angina pectoris	213046	Non-cancer illness code, self-reported: angina	1
263519	CID100213046	CID000213046	C0003811	PT	C0003811	Arrhythmia	213046	Non-cancer illness code, self-reported: heart arrhythmia	1
263521	CID100213046	CID000213046	C0004245	PT	C0004245	Atrioventricular block	213046	AV-block	1
263523	CID100213046	CID000213046	C0004604	PT	C0004604	Back pain	213046	Dorsalgia	1
263533	CID100213046	CID000213046	C0007859	PT	C0007859	Neck pain	213046	Cervicalgia	1
263541	CID100213046	CID000213046	C0011168	PT	C0011168	Dysphagia	213046	Diagnoses - main ICD10: R13 Dysphagia	1
263543	CID100213046	CID000213046	C0011849	PT	C0011849	Diabetes mellitus	213046	Non-cancer illness code, self-reported: diabetes	1
263551	CID100213046	CID000213046	C0013362	PT	C0029408	Osteoarthritis	213046	Non-cancer illness code, self-reported: osteoarthritis	1
263558	CID100213046	CID000213046	C0013395	PT	C0013395	Dyspepsia	213046	Diagnoses - main ICD10: K30 Dyspepsia	1
263562	CID100213046	CID000213046	C0013428	PT	C0013428	Dysuria	213046	Diagnoses - main ICD10: R30 Pain associated with micturition	1
263566	CID100213046	CID000213046	C0015230	PT	C0015230	Rash	213046	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
263580	CID100213046	CID000213046	C0017178	PT	C0017178	Gastrointestinal disorder	213046	Non-cancer illness code, self-reported: stomach disorder	1
263590	CID100213046	CID000213046	C0020538	PT	C0020538	Hypertension	213046	Non-cancer illness code, self-reported: hypertension	1
263592	CID100213046	CID000213046	C0020649	PT	C0020649	Hypotension	213046	Diagnoses - main ICD10: I95 Hypotension	1
263612	CID100213046	CID000213046	C0027765	PT	C0027765	Nervous system disorder	213046	Diseases of the nervous system	1
263616	CID100213046	CID000213046	C0027947	PT	C0027947	Neutropenia	213046	Diagnoses - main ICD10: D70 Agranulocytosis	1
263621	CID100213046	CID000213046	C0030567	PT	C0030567	Parkinson's disease	213046	Non-cancer illness code, self-reported: parkinsons disease	1
263625	CID100213046	CID000213046	C0033774	PT	C0033774	Pruritus	213046	Diagnoses - main ICD10: L29 Pruritus	1
263629	CID100213046	CID000213046	C0034065	PT	C0034065	Pulmonary embolism	213046	Diagnoses - main ICD10: I26 Pulmonary embolism	1
263641	CID100213046	CID000213046	C0038454	PT	C0038454	Cerebrovascular accident	213046	STROKE	1
263648	CID100213046	CID000213046	C0039070	PT	C0039070	Syncope	213046	Diagnoses - main ICD10: R55 Syncope and collapse	1
263667	CID100213046	CID000213046	C0042571	PT	C0042571	Vertigo	213046	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
263675	CID100213046	CID000213046	C0085614	PT	C0085614	Atrioventricular block first degree	213046	AV-block	1
263703	CID100213046	CID000213046	C0231528	PT	C0231528	Myalgia	213046	Myalgia	1
263728	CID100213046	CID000213046	C0242339	PT	C0242339	Dyslipidaemia	213046	Non-cancer illness code, self-reported: high cholesterol	1
263734	CID100213046	CID000213046	C0267792	PT	C0267792	Hepatobiliary disease	213046	Diseases of liver	1
263767	CID100213046	CID000213046	C0851578	PT	C0851578	Sleep disorder	213046	Diagnoses - main ICD10: G47 Sleep disorders	1
263773	CID100213046	CID000213046	C0917799	PT	C0917799	Hypersomnia	213046	Sleeping too much	1
263775	CID100213046	CID000213046	C0917801	PT	C0917801	Insomnia	213046	Non-cancer illness code, self-reported: insomnia	1
263783	CID100213046	CID000213046	C2225524	PT	C2225524	Breast enlargement	213046	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
263789	CID100214339	CID003003141	C0007642	PT	C0007642	Cellulitis	214339	Diagnoses - main ICD10: L03 Cellulitis	1
263802	CID100216209	CID005493444	C0002871	PT	C0002871	Anaemia	216209	Non-cancer illness code, self-reported: anaemia	1
